,text,date,label,label_name,id
13,"Another twinbill split for {@Down East Wood Ducks@} , setting up a decisive Game 5 against Fayetteville Sunday afternoon.  Winner advances, loser calls it a season.",2019-09-08,4,sports_&_gaming,1170546965953884165
14,"Great wins yesterday for {{USERNAME}} 1s stay up, and 2s goes to last game of season. Great to see Callum Bennett with an impressive 65not out to see us home especially being 23-4. Youth stepping up!! #earlswoodcc #cricket ",2019-09-08,4,sports_&_gaming,1170576010120769536
15,Refreshing twitter so hard right now on the gopher game.   #atawedding {{USERNAME}},2019-09-08,4,sports_&_gaming,1170576490452459520
16,RagingGirlGamer {{USERNAME}} now featured on #BinxTV. Visit their #Twitch #stream to earn #BinxCoins and for a chance to win a #free #steam #game! {{URL}},2019-09-08,4,sports_&_gaming,1170576762410946560
17,So {@AB@} is just the latest victim of the madden curse. If you’re on the cover of that game your career will take a turn for the worse,2019-09-08,4,sports_&_gaming,1170576772536131584
18,Game was there to be won and {@Cronulla Sharks@} had a better handle on what was needed. {@Wests Tigers@} handling/completion not good enough to win an {@NRL@} match let alone play finals. I just hope we can build on this season and under Maguire I believe that s possible #NRLTigersSharks,2019-09-08,4,sports_&_gaming,1170576842052591617
19,"I’m just heart broken. A month ago I accepted we wore out on the finals, but here we are again last game at home and a terrible 2nd half has disappointed all the fans again. #NRLTigersSharks {{USERNAME}} ",2019-09-08,4,sports_&_gaming,1170576938122874880
20,"The #Dbacks, marked by mediocrity for four months, are hotter than any team in the game right now. In tonight s  emergency  episode, {{USERNAME}} answers many of your questions and poses a few new ones. Tune in here: {{URL}} ",2019-09-08,4,sports_&_gaming,1170577365467983872
21,Wondering if {@Big Cat@} stayed up for the Washington/Cal game? #Pac12InTheDark,2019-09-08,4,sports_&_gaming,1170605992406437888
22,Tuber simulator is the only good mobile game ok {{USERNAME}},2019-09-08,4,sports_&_gaming,1170606539121426433
23,Game day for {{USERNAME}} U18’s against {{USERNAME}} U18’s. Even though it’s a ‘home’ game for the people that have settled in Mid Wales it’s still a 4 hour round trip for us up to Colwyn Bay. Still enjoy it though!,2019-09-08,4,sports_&_gaming,1170606779568463874
24,"⚽️ This afternoon we have our first League game of the season ⚽️   Sunday 8th September 2019.  ⚽️ {{USERNAME}} Vs {{USERNAME}}  SWRWFL - Northern Division   The Field, Almondsbury, Bristol, BS32 4AA.   2PM   #WeAreBoco #comeandshowyoursupport",2019-09-08,4,sports_&_gaming,1170607436924952576
25,⚽️Pre-Season Fixture⚽️ {{USERNAME}} Vs {{USERNAME}} Our third pre-season game this morning after a win last week against {{USERNAME}} hopefully we get another good pre-season result ahead of the new season and no silly mistakes as last week #COYB,2019-09-08,4,sports_&_gaming,1170607600611803136
26,Y’all leave {@50cent@} alone about that theme song. He done change the song back to the Joe version. ‍♀️ #power,2019-09-08,2,pop_culture,1170636385214226432
27,{{USERNAME}} Steven i hope to catch a Fury game after.the College Baseball fall.season ends. I enjoyed watching you play last season and grandson Nate heaps much praise upon you.,2019-09-08,4,sports_&_gaming,1170636779239747585
28,First game at {{USERNAME}} a 40-0 win over Black Swans. #fastandfree,2019-09-08,4,sports_&_gaming,1170637178642337792
29,"The Wellington Cowboys are back. For the first time since 1994 the Cowboys won the #Group11 first grade title. In a performance worthy of the occasion, the Cowboys downed minor premiers Dubbo CYMS to spark emotional celebrations. {{USERNAME}} {{USERNAME}} {{URL}} ",2019-09-08,4,sports_&_gaming,1170637424776470531
30,"Tunisia won their second Classification game, 86-84 against Angola. This means #Dtigers will have to win the Host China at the Classification game by 1pm today to get the ball running for {@Tokyo2020@} we Believe in you guys! {{USERNAME}} {{USERNAME}}  {@Colin NOT Collins@} {{USERNAME}} ",2019-09-08,4,sports_&_gaming,1170637889320968192
31,Might watch the {@Tennessee Titans@} game only to see the {@Cleveland Browns@} tho,2019-09-08,4,sports_&_gaming,1170666727845376000
32,OvidiuZ94 {{USERNAME}} #Steam #game #giveaway in 119 minutes.Visit their #Twitch #stream for a chance to win a random game {{URL}},2019-09-08,4,sports_&_gaming,1170666845419921408
33,Game finished 2-2    Goal scorer  @joshuamcisaac10,2019-09-08,4,sports_&_gaming,1170667173032923138
34,Anyone else not able to play the Vandy@Purdue game via BTN+? {@Big Ten Network@} I’m currently paying for a streaming service that doesn’t stream the game I wish to see....,2019-09-08,4,sports_&_gaming,1170667410740920321
35,Game Day! Good luck to the {@Belfast Giants@} tonight in Augsburg. Wish I could be there #WeAreGiants,2019-09-08,4,sports_&_gaming,1170667625120182272
36,Enjoyed that game. Not the result I wanted but good all the same. Unlucky {@Adrian Lewis@} fought back well,2019-09-08,4,sports_&_gaming,1170667694099771392
37,Check out Smurfs Race to Smurf Village Game #PressmanToy {{URL}} via {{USERNAME}},2019-09-08,4,sports_&_gaming,1170668039538401281
38,"3-3 draw with {{USERNAME}} today in our opening game. Hugely disappointing result after leading 3-1 with 15 left and missing a number of chances to really kill the game off, but credit to GH who kept going and got a late equaliser. Plenty of positives to take from the game ",2019-09-08,4,sports_&_gaming,1170697683243282437
39,"T-33 days until #saveagainstfear2019  One of the sessions {{USERNAME}} ran at SAFe was #deadlands I joined in like usual, and was in a party with two of the people in his home game. We dealt with a train heist, and it was a blast. I was then invited to join their home game!",2019-09-08,4,sports_&_gaming,1170697740332019712
40,Game Day!  Wish we could see {@LaAdrian Waddle@} suit up today.  Rest up and get better soon!!!! {{USERNAME}} Hope we can hear you cheering from WNY!!!!  #BringIt #GoBills,2019-09-08,4,sports_&_gaming,1170697822678802434
41,Game day!!! {@Ito Smith@} #NFL100 #InBrotherhood #RiseUp #AtlantaFalcons #NFLKickoff @ Mercedes-Benz Stadium {{URL}},2019-09-08,4,sports_&_gaming,1170697974697078785
42,Woke up this morning to my {@Georgia Bulldogs@} winning down in The Classic City and my {@Atlanta Braves@} stepping up to a 10 game lead! This makes my morning coffee even sweeter! #GoDawgs #Kirbstomp #DawgNation #ForEachOther #BravesTwitter #BravesCountry #ChopOn ❤️❤️❤️❤️,2019-09-08,4,sports_&_gaming,1170698058956517376
43,Still time to get your bites of happyness before the game starts. We are doing a demo today at {{USERNAME}} Palm Beach Gardens. Come on by!!  #happylicious #bitesofhappyness #demoday #groceryshopping #palmbeachgardens… {{URL}},2019-09-08,4,sports_&_gaming,1170728233282809857
44,Great first game of your college career {@Spencer Rattler@} Looking forward to the season {@Oklahoma Football@} {@Oklahoma Sooners@},2019-09-08,4,sports_&_gaming,1170728295245262850
45,. {@Asante Kotoko SC@} should have moved for this President s Cup game to be cancelled.   They shouldn t be risking their players safety when they have a continental assignment coming up.  Disgraceful.,2019-09-08,4,sports_&_gaming,1170728379290673154
46,The Game AI Show is live now - come listen to {@Luke Dicken@} deconstruct #GameAI and #GameDev! {{URL}},2019-09-08,4,sports_&_gaming,1170758295713239041
47,I can’t believe the officiating let this game get completely away from them.  An utter disgrace by the {@NFL@} not holding the {@Jacksonville Jaguars@} accountable for anything at all.,2019-09-08,4,sports_&_gaming,1170758439930384390
48,". {@Rice Football@} Week 2 is in the books.  | Rest of C-USA | {{URL}} | Next Up, Tom Stewart? | {{URL}} | Game Recap | {{URL}} #GoOwls #IntellectualBrutality",2019-09-08,4,sports_&_gaming,1170758566917156864
49,100 photos from Women s 3-nations final game – in Salo. {{URL}} #floorball #salibandy {{USERNAME}} {{USERNAME}},2019-09-08,4,sports_&_gaming,1170758591818665984
50,#flyeaglesfly {@Brian Dawkins@} The ENTIRE offseason plus camp to prepare for 1st game of the season. And we see this .... sad,2019-09-08,4,sports_&_gaming,1170758594268188673
51,The {@Philadelphia Eagles@} looking flat in this 5th preseason game.,2019-09-08,4,sports_&_gaming,1170758620230893572
52,"I just woke up, and in case none of you saw my postgame column at 2:46 a.m., I ve got one stat for you: {@Washington Football@} in the red zone against Cal the past two seasons: 100% (5-for-5).  No, seriously: {{URL}} ",2019-09-08,4,sports_&_gaming,1170758676669353984
53,". If he keeps it up,#Richardson is going to lose this game for the {@Cleveland Browns@} . 3 penalties in last 5 mins of play.",2019-09-08,4,sports_&_gaming,1170758678879887361
54,"Sunday XI: 258-6 dec (Winslet 76, Mason 77*) - 35.5 overs  Drew with {{USERNAME}} Sunday XI: 130-9 - 45 overs  Final game of the season next Sunday vs {{USERNAME}} , all welcome up at the #HCG to see in the Autumn!",2019-09-08,4,sports_&_gaming,1170788695739424770
55,The {@Development Academy@} should consider allowing one overage player per team per game. Just an idea I had coaching my first {@Development Academy@} games today with {{USERNAME}},2019-09-08,4,sports_&_gaming,1170788708385198081
56,Massive WELL DONE to BSLFC Reserves today in their Friendly winning a smashing 15-0.  Goals and assists:  Stacey  @AbiRigler ⚽️⚽️⚽️ Sam ⚽️ Chelsea ⚽️⚽️ Rocket ⚽️ {{USERNAME}} ⚽️ Lauren ⚽️⚽️ Becky ⚽️⚽️ Doxa ⚽️ Kim ⚽️ Debs ⚽️ LEAGUE GAME NEXT WEEK {@Hampshire FA@},2019-09-08,4,sports_&_gaming,1170788768690970624
57,Game night is here. 8:00 @ Confed vs {{USERNAME}} #royalsrule #winning #groab,2019-09-08,4,sports_&_gaming,1170818570986479616
58,I just really hope my {@Dallas Cowboys@} don’t let up. Don’t be like prior years and let teams back in it. Even if giants come out and score. Go right back down field and make it 2 score game again. {{USERNAME}} . #WeDemBoyz,2019-09-08,4,sports_&_gaming,1170818773974228992
59,new tagging game :p  1. {{USERNAME}} 2. {{USERNAME}} 3. {{USERNAME}} 4. idk 5. {{USERNAME}} and {{USERNAME}} 6. {@larri@} 7. {{USERNAME}} 8. {{USERNAME}} 9. {{USERNAME}} 10. {{USERNAME}} reply with an emoji for the questions uwu,2019-09-08,4,sports_&_gaming,1170818877858754560
60,"Quick tweet about the result of the Brewers Cubs series/game today: It is September, so the expected outcome happened. {@Jon Lester@} ",2019-09-08,4,sports_&_gaming,1170819094825902083
61,I like the {@NFL@} because I remember being a kid 35 years ago {@Larry Fitzgerald@} making incredible catches to save the game. {@Arizona Cardinals@},2019-09-08,4,sports_&_gaming,1170848812153409539
62,Watching LEC  “Who do you guys think will win today” Me- “cg 3-2 reverse sweep with Cody sun Quadra to close out game 5” @Frostynomadd - *confused tomato gif* Who’s on the right track now,2019-09-08,4,sports_&_gaming,1170848839911297034
63,Awesome win against {{USERNAME}} ‼️ Score: 1-0  Goal by Fresh. Triston Key⚽️  Very hard fought match against the colts! Great Game all around!  #GoCougs #BreakTheStreak,2019-09-08,4,sports_&_gaming,1170848863525244928
64,. {@saebyeolbe@} and cleaning up at Numbani in a playoff game  Name a more iconic duo.  #EverUpward #OWL2019,2019-09-08,4,sports_&_gaming,1170849166731501570
65,Drinking game for #SNFonNBC tonight. Take a drink every time they talk about {@AB@} or show him on screen.,2019-09-08,4,sports_&_gaming,1170849271907803143
66,I want {@Mason Rudolph@} to play (#GoPokes) but you can’t pull Ben because of one bad half in a game the {@Pittsburgh Steelers@} knew they would lose. #steelersvspatriots,2019-09-09,4,sports_&_gaming,1170879206672277505
67,St. Margaret s  09/09/19 {{USERNAME}} :00pm Game 3 vs. Canon Mac Forwards 1.Wilpula-Migliozzi-Felsing 2.Defillip-Robb-Gollob 3.Cavanaugh-Freeman-A.Schalt 4.Paul-Cessna-Lutz Defense 1.Geregach-Strilka 2.Casperson-Muha 3.Molka-Zulka Goalies 1.Reinholt 2.O Malley,2019-09-09,4,sports_&_gaming,1170908485925711873
68,Antonio Brown was expected to play a major role in the {@Las Vegas Raiders@} offense this year. But Jon Gruden says the Raiders did not plan to “throw the ball to one guy every play.” {@Matt Kawahara@} looks at Monday night s game against the {@Denver Broncos@} . {{URL}},2019-09-09,4,sports_&_gaming,1170909229693251585
69,I have a hunch (and some circumstantial evidence) that {@NFL Officiating@} was allegedly attempting to sway the #TitansvsBrowns game yesterday. The NFL is entering some sketchy territory. I’ve got my  on you. More to come.,2019-09-09,4,sports_&_gaming,1170939533510303744
70,[Sep 9] Softbank Hawks vs Lotte Marines game highlights from Yahoo Dome {{URL}} via {@com TV@} #npb,2019-09-09,4,sports_&_gaming,1171060139874373633
71,The biggest mismatch in tonight’s #DENvsOAK game?   My thoughts for {@The Action Network@} game analysis {{URL}},2019-09-09,4,sports_&_gaming,1171090606271225856
72,Ravens vs Dolphins Post Game Breakdown {{URL}} via {{USERNAME}},2019-09-09,4,sports_&_gaming,1171120616948338688
73,"The {@Celeste boo@} devs truly outdid themselves with Chapter 9, and I do not regret a single second playing it. What an amazing experience the whole game was, even.",2019-09-09,4,sports_&_gaming,1171150406497525761
74,Updating the scoreboard since 2014: {@Alabama Football@} 12 non-conference September home games. Night games: 1  LSU: 12 non-conference September home games. Night games: 12.*   *LSU’s 2015 game vs. McNeese State (6:30 p.m. kickoff scheduled) was cancelled due to weather.,2019-09-09,4,sports_&_gaming,1171150440488165376
75,Final 1-1 for JV {{USERNAME}} vs the {{USERNAME}} .  Good game girls!,2019-09-09,4,sports_&_gaming,1171181343918743558
76,Super game - {@New Orleans Saints@} win in a thriller #SaintsGameday #TexansvsSaints,2019-09-10,4,sports_&_gaming,1171270696246419456
77,"Another #MNF game, another insightful call by the analysts.  An end-of-half field goal attempt increases the {@Denver Broncos@}   Game-Winning Chance (GWC) by about 1%.   Keep up the good work, {@Brian Griese@} , {@Louis Riddick@} , and {@Steve Levy@} !  #DENvsOAK",2019-09-10,4,sports_&_gaming,1171270956574265344
78,Soccer: Girls Varsity Game Westford Academy vs Wayland High School @ Westford Academy Trustees Field {{USERNAME}} {{USERNAME}} #DCL #girls #soccer {{URL}},2019-09-10,4,sports_&_gaming,1171271253388353540
79,#fix2K20 hire more devs for NBA 2K why every year we get a beta for a game why is a 5 star game company putting out such trash every year {{USERNAME}},2019-09-10,4,sports_&_gaming,1171271576421109760
80,Boom it s Game Day - Varsity Boys & Girls Soccer at The Ditch vs Pick North. Game times - Girls 5:30 / Boys 7:15 #pawsitivity #TigersSoccer {{USERNAME}} {{USERNAME}} {{USERNAME}},2019-09-10,4,sports_&_gaming,1171391367823724548
81,"A great read from {@Brian Hoxsey@} (with some great pics from {{USERNAME}} to boot!) on {@Michael Hermosillo@} ‘s season to this point, his two-hit game Sunday vs the {@Chicago White Sox@} and his goals for the rest of the season and beyond with the {@Los Angeles Angels@} ... {{URL}} ",2019-09-10,4,sports_&_gaming,1171422211816775680
82,I have three game previews this week for {@Athlon Sports@} .  #PennState vs #Pitt  #MichiganState vs #ArizonaState #Purdue vs #TCU  Some good stuff here.,2019-09-10,4,sports_&_gaming,1171573183784378369
83,Girard Indians vs John F Kennedy Eagles {{USERNAME}} {{URL}} #HSBOH_W3R13,2019-09-11,4,sports_&_gaming,1171754013966184448
84,New podcast is out! {{USERNAME}} and {{USERNAME}} break down the Dolphins game more and talk about the Cardinals. {{USERNAME}} calls in for “Crawford’s Chronicles” {{URL}},2019-09-11,4,sports_&_gaming,1171935498341900288
85,Friday’s game vs {{USERNAME}} airs live on the TEN Network at 7 exclusively on {{URL}} Catch the special encore presentation Saturday at 8 PM on 920 W.O.N: The Apple {{URL}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}},2019-09-11,4,sports_&_gaming,1171936161553682434
86,"Check out Olathe North  vs Lawrence Free State  Game Highlights - Sept. 10, 2019 by Olathe North High School - Varsity Volleyball on {@Hudl@} {{URL}} #hudl",2019-09-12,4,sports_&_gaming,1172177965007998976
87,SOCCER CHANGES TODAY vs {{USERNAME}} JV moved back to 5 today and varsity to 6 30 instead of 4 30 and 6. JV game shortened to 30 min halves running clock and both games mandatory water breaks.,2019-09-12,4,sports_&_gaming,1172207842163679234
88,Varsity boys finish their storm delayed game from yesterday with a victory 5-2 vs {{USERNAME}},2019-09-12,4,sports_&_gaming,1172268515589574656
89,"I’m not quite understanding the recent steam of the Saints. Yes, they have a good ATS on the road, but Brees & Goff home road splits favor Rams. Also short week for Saints after emotional MNF game / public must love Saints after watching that {{USERNAME}} ",2019-09-13,4,sports_&_gaming,1172478898636054528
90,Why isn t {@Sky Sports Rugby League@} showing the Toulouse vs {@York City Knights@} match this weekend? Thought they were showing all playoff matches? {{URL}},2019-09-13,4,sports_&_gaming,1172479367961829376
91,Ok so another muscular injury for Real Madrid again - this time na Federico Valverde. Hin go miss tomorrow game and UCL opener vs PSG. [ {@MARCA@} ]  make everybody kukuma go injury then,2019-09-13,4,sports_&_gaming,1172479506822705153
92,"Sept 8, 2019  at last! {{USERNAME}} {{USERNAME}} vs {{USERNAME}} quarterfinal action leg 2.  my game report at: {{URL}} ",2019-09-13,4,sports_&_gaming,1172540291187974145
93,First game of the tournament went point for point! UMW vs Columbia starting in 32 minutes!! {{USERNAME}},2019-09-13,4,sports_&_gaming,1172600092886536192
94,"Other games in the area {{USERNAME}} at Grandview Heights, {{USERNAME}} is your man. {{USERNAME}} at {{USERNAME}} , follow {{USERNAME}} . {{USERNAME}} at {{USERNAME}} follow {{USERNAME}} . {{USERNAME}} at Arcadia is the final game, not sure who ll be there #tfhss",2019-09-13,4,sports_&_gaming,1172630432384466944
95,The Cardinals take the field in the cross town rivalry game vs. Leuzinger Olympians! Gonna be a great night! #lawndalerockstars #lawndalecardinalfamily #togetherwewin #cifssfootball the_dale_football {{USERNAME}} … {{URL}},2019-09-14,4,sports_&_gaming,1172691246604795905
96,"I will be attending the UCF vs Stanford Game! Saturday, September 14th, 3:30pm {@UCF Football@} {{USERNAME}} {{USERNAME}} {@UCF Football Recruiting@} {{USERNAME}} {{USERNAME}} #KnightNation ⚔️",2019-09-14,4,sports_&_gaming,1172750226660233216
97,GAME DAY!  All three teams in action again this week.  1sts vs {{USERNAME}} (H) 3:00pm kick off   Reserves vs {{USERNAME}} reserves (A) 2:30pm kick off  3rds vs {{USERNAME}} 3rds (A) 2:30pm kick off   Best of luck to all three teams   ⚪️ #UTS,2019-09-14,4,sports_&_gaming,1172811209458028544
98,Ohio State vs. Indiana picks for today from me {{USERNAME}} and {@Stephen Means@} {{URL}},2019-09-14,4,sports_&_gaming,1172841838035787776
99,Halewood lions vs msb sounders tomorrow at r academy on leathers lane. Really looking forward to the game {{USERNAME}} {{USERNAME}},2019-09-14,4,sports_&_gaming,1172872277219848192
100,Footballer who watched teammate have stroke on way to game now teaching players CPR {{USERNAME}} {{URL}},2019-09-14,4,sports_&_gaming,1172932363153788929
101,I don’t think {@Colorado Buffaloes Football@} was expecting such a physical game from {@Air Force Football@} today. #LetsFly #afvscu,2019-09-14,4,sports_&_gaming,1172932720906964992
102,Mondays Game Line Up   Volleyball Double Header   4:30 pm JV Volleyball vs {{USERNAME}} 6:00 pm V Volleyball vs {{USERNAME}} 4:30 pm Girls Varsity  Tennis vs Bronxville HS @ Manhattanville College,2019-09-14,4,sports_&_gaming,1172932999018614784
103,"College football Saturday, in {@The Athletic DC@} :  • {@Maryland Football@} couldn’t punch in from in close vs. Temple, per {{USERNAME}} : {{URL}} • {{USERNAME}} won, but, boy, was it unsatisfying, per our {@Andy Bitter@} : {{URL}} ",2019-09-14,4,sports_&_gaming,1173023198797008897
104,WATCH {{USERNAME}} vs {@St Kilda FCW@} on the #VFLW website here: {{URL}} Early lead to the Saints.,2019-09-15,4,sports_&_gaming,1173052768442994690
105,ELIMINATION GAME between {{USERNAME}} vs {@Newtown Jets@} catch it live on {@9Gem@} from 12pm. {@Matt de Groot@} {@Danika Mason@} {{USERNAME}} and myself are in the  and ready to go. {@Wide World of Sports@} #SUNDAYfooty,2019-09-15,4,sports_&_gaming,1173052900546764800
106,"Minnesota Vikings vs Green Bay Packers Predictions and Handicapping Preview from Vegas with {@Minty@} , {{USERNAME}} , and {{USERNAME}} ! {{URL}} #GoPackGo #Skol {{USERNAME}} ",2019-09-15,4,sports_&_gaming,1173052922948571136
107,"Announced attendance for {@Syracuse Football@} vs {@Clemson Football@} tonight is 50,248. This is the third largest crowd in {{USERNAME}} history. #NNY",2019-09-15,4,sports_&_gaming,1173053152171646977
108,BATTLE OF THE NIGHT {{USERNAME}} vs {{USERNAME}} 2-1 Roc  BODY OF THE NIGHT {{USERNAME}} vs {@Fatih k@} 3-0 Shine most physical battle of the night {{USERNAME}} vs {{USERNAME}} 2-1 Cal  Performance of the night {@Arsonal@} with the body bag,2019-09-15,4,sports_&_gaming,1173053174501920769
109,I loved every minute of {@Harry Smith@} vs {@FILTHY@} That definitely became one of my favorite pro-wrestling matches I ve ever seen in my life!!!!!! #Bloodsport,2019-09-15,4,sports_&_gaming,1173053342576078848
110,"Tyson Fury vs. Otto Wallin start time, live stream, fight prediction, date, card, odds, preview {{URL}} via {@CBS Sports@} #Tyson Fury  #Boxing  #Otto Wallin  #Deontay Wilder",2019-09-15,4,sports_&_gaming,1173081255136628736
111,I know it’s only preseason but who takes tomorrow’s {@NHL@} preseason game between {@Vegas Golden Knights@} vs {@Arizona Coyotes@} {@T Mobile Arena@},2019-09-15,4,sports_&_gaming,1173081667461885955
112,Check out this {@Hudl@} Game Recap: Madison Academy vs. Brewer 2019 {{URL}},2019-09-15,4,sports_&_gaming,1173082494050209792
113,"Philadelphia Eagles vs Atlanta Falcons Predictions and Handicapping Preview from Vegas with {@Minty@} , {{USERNAME}} , and {{USERNAME}} ! {{URL}} #InBrotherhood #FlyEaglesFly {{USERNAME}} ",2019-09-15,4,sports_&_gaming,1173083014781255680
114,"Halftime: No. 1 vs. No. 2 nationally. No. 1 Mater Dei 24, No. 2 St. Frances Academy 6. {{URL}} via {@MaxPreps@} ",2019-09-15,4,sports_&_gaming,1173083234101387264
115,"A fantastic game with {{USERNAME}} u/9 girls yesterday, a great advert for girls football 25 present {@Essex County FA@} , thank you to Ryman for bringing the Colebrook girls over and im sure this will be a regular fixture  vs ⚫️⚽️ {{USERNAME}} {{USERNAME}} {{USERNAME}} ",2019-09-15,4,sports_&_gaming,1173111518713581568
116,Keep going armylegend  #PCAs #BoyWithLuv #TheMusicVideo {@BTS_twt@} vs as Bamako nakal speed,2019-09-15,2,pop_culture,1173112190527627265
117,#INDvSA | Coach Ravi Shastri and Shikhar Dhawan bond ahead of 1st T20I - See pic {@Ravi Shastri@} {@Shikhar Dhawan@} {{URL}},2019-09-15,4,sports_&_gaming,1173114193333014529
118,{@Paytm@} IND vs SA  September 15 ⏲️ 7 PM IST  {@Star Sports@}  {{URL}},2019-09-15,4,sports_&_gaming,1173141906177445890
119,Leader Trophy 1st round 1st leg: {{USERNAME}} vs {{USERNAME}} Res,2019-09-15,4,sports_&_gaming,1173142601719013376
120,"Game Day...  ⚽️| vs #OxleathersFC | {{USERNAME}} Div 3 ⏰| 1030 | Sponsored by The Roebuck at Draycott in the Clay | The Lowers, Abbots Bromley School   #CmonTheStags",2019-09-15,4,sports_&_gaming,1173143698961514496
121,Season food schedule so far:  Wk 1 vs Miami - Cuban sandwich thanks {{USERNAME}} Wk 2 vs Arizona - Chicken chimichangas / choc n banana chimichangas. Wk 3 vs Kansas - slow cook bbq ribs Wk 4 vs Cleveland - pulled pork Wk 5 vs Pittsburgh - Pierogies & primanti sandwich,2019-09-15,4,sports_&_gaming,1173173201427415041
122,Rohit As An Opener  * IN ODI - Played 1st Match Vs SA (2011) * In Test - Going To Play First Match As Opener Vs SA (2019)* * T20 Debut IN SA * Maiden T20 50 Vs SA * Maiden ODI 50 As An Opener Vs SA  * Maiden T20I 100 Vs SA All D Best Champ {@Rohit Sharma@} #IndvsSA,2019-09-15,4,sports_&_gaming,1173173657440403456
123,#IndvsSA: Heavy downpour in Dharamsala ahead of first T20 {{URL}} via {@The Tribune@},2019-09-15,4,sports_&_gaming,1173174550470676481
124,Back in Gothenburg from {{USERNAME}} in Stockholm. I had a great time and there is still some time to visit it if you haven t yet. If you do I urge you to check out the comic  Sweden vs Aliens  written by… {{URL}},2019-09-15,0,arts_&_culture,1173203281444790272
125,"PHOTOS: Mayfield vs. Mentor girls soccer, Sept. 14, 2019 {{URL}} via {@News Herald preps@} ",2019-09-15,4,sports_&_gaming,1173203652451950592
126,Lion cubs escaped to their mother after witnessing the King Cobra sprayed its venom!ATGEI6O CPATECMWITT. LION VS KING COBRA | Lion Cubs Escaped From Snake Hunting And Returned W... {{URL}} 通过 {@Cut4@},2019-09-15,2,pop_culture,1173233967308267520
127,"1st of all, was good to see you {@stellacreasy@} in Walthamstow not Bournemouth, as local resident, I tried to contact you at the Office, twice by phone & another 2 times at office door, plus today 5 seconds meeting. Can you, please, let me know, what else should I do. All the best",2019-09-15,3,daily_life,1173234011919044608
128,I ALWAYS WAS A GATORS FAN SINCE 96... GO G A T O R S ! Yeaterdays game FLORIDA GATORS #FLORIDAGATORS {@Florida Gators@} 29 VS kentucky 21 #football #collegefootball #gators #fottballgators #college #gameday… {{URL}},2019-09-15,4,sports_&_gaming,1173234282573324288
129,Next matchup: Philadelphia Eagles vs Atlanta Falcons! Comment below who you think will win tonight’s Sunday night game! Have fun! {{USERNAME}} {@Atlanta Falcons@} bfitathletics {@Philadelphia Eagles@} stancesocks {@NFL@} #socks #sockgame… {{URL}},2019-09-15,4,sports_&_gaming,1173234360943894529
